,Game_Id,Date,Period,Event,Description,Time_Elapsed,Seconds_Elapsed,Strength,Ev_Zone,Type,Ev_Team,Home_Zone,Away_Team,Home_Team,p1_name,p1_ID,p2_name,p2_ID,p3_name,p3_ID,awayPlayer1,awayPlayer1_id,awayPlayer2,awayPlayer2_id,awayPlayer3,awayPlayer3_id,awayPlayer4,awayPlayer4_id,awayPlayer5,awayPlayer5_id,awayPlayer6,awayPlayer6_id,homePlayer1,homePlayer1_id,homePlayer2,homePlayer2_id,homePlayer3,homePlayer3_id,homePlayer4,homePlayer4_id,homePlayer5,homePlayer5_id,homePlayer6,homePlayer6_id,Away_Players,Home_Players,Away_Score,Home_Score,Away_Goalie,Away_Goalie_Id,Home_Goalie,Home_Goalie_Id,xC,yC,Home_Coach,Away_Coach
1394,20009,2019-10-03,1,TAKE,NSH TAKEAWAY - #57 FABBRO Def. Zone,1:27,87.0,5x5,Def,,NSH,Def,MIN,NSH,DANTE FABBRO,8479371.0,,,,,LUKE KUNIN,8479316.0,JASON ZUCKER,8475722.0,KEVIN FIALA,8477942.0,RYAN SUTER,8470600.0,MATT DUMBA,8476856.0,DEVAN DUBNYK,8471227.0,CRAIG SMITH,8475225.0,RYAN JOHANSEN,8475793.0,VIKTOR ARVIDSSON,8478042.0,MATTIAS EKHOLM,8475218.0,DANTE FABBRO,8479371.0,PEKKA RINNE,8471469.0,6,6,0,0,DEVAN DUBNYK,8471227.0,PEKKA RINNE,8471469.0,-70.0,-1.0,PETER LAVIOLETTE,BRUCE BOUDREAU
1408,20009,2019-10-03,1,FAC,NSH won Off. Zone - MIN #9 KOIVU vs NSH #95 DUCHENE,3:32,212.0,5x4,Off,,NSH,Off,MIN,NSH,MATT DUCHENE,8475168.0,MIKKO KOIVU,8469459.0,,,MIKKO KOIVU,8469459.0,LUKE KUNIN,8479316.0,JONAS BRODIN,8476463.0,JARED SPURGEON,8474716.0,DEVAN DUBNYK,8471227.0,,,RYAN JOHANSEN,8475793.0,MATT DUCHENE,8475168.0,FILIP FORSBERG,8476887.0,VIKTOR ARVIDSSON,8478042.0,ROMAN JOSI,8474600.0,PEKKA RINNE,8471469.0,5,6,0,0,DEVAN DUBNYK,8471227.0,PEKKA RINNE,8471469.0,69.0,22.0,PETER LAVIOLETTE,BRUCE BOUDREAU
1409,20009,2019-10-03,1,SHOT,NSH ONGOAL - #33 ARVIDSSON Wrist Off. Zone 31 ft.,3:39,219.0,5x4,Off,WRIST SHOT,NSH,Off,MIN,NSH,VIKTOR ARVIDSSON,8478042.0,,,,,MIKKO KOIVU,8469459.0,LUKE KUNIN,8479316.0,JONAS BRODIN,8476463.0,JARED SPURGEON,8474716.0,DEVAN DUBNYK,8471227.0,,,RYAN JOHANSEN,8475793.0,MATT DUCHENE,8475168.0,FILIP FORSBERG,8476887.0,VIKTOR ARVIDSSON,8478042.0,ROMAN JOSI,8474600.0,PEKKA RINNE,8471469.0,5,6,0,0,DEVAN DUBNYK,8471227.0,PEKKA RINNE,8471469.0,60.0,11.0,PETER LAVIOLETTE,BRUCE BOUDREAU
1410,20009,2019-10-03,1,MISS,NSH #92 JOHANSEN Wrist Goalpost Off. Zone 30 ft.,3:41,221.0,5x4,Off,WRIST SHOT,NSH,Off,MIN,NSH,RYAN JOHANSEN,8475793.0,,,,,MIKKO KOIVU,8469459.0,LUKE KUNIN,8479316.0,JONAS BRODIN,8476463.0,JARED SPURGEON,8474716.0,DEVAN DUBNYK,8471227.0,,,RYAN JOHANSEN,8475793.0,MATT DUCHENE,8475168.0,FILIP FORSBERG,8476887.0,VIKTOR ARVIDSSON,8478042.0,ROMAN JOSI,8474600.0,PEKKA RINNE,8471469.0,5,6,0,0,DEVAN DUBNYK,8471227.0,PEKKA RINNE,8471469.0,74.0,-26.0,PETER LAVIOLETTE,BRUCE BOUDREAU
1411,20009,2019-10-03,1,BLOCK,NSH #9 FORSBERG BLOCKED BY  MIN #46 SPURGEON Snap Def. Zone,3:54,234.0,5x4,Def,SNAP SHOT,NSH,Off,MIN,NSH,JARED SPURGEON,8474716.0,FILIP FORSBERG,8476887.0,,,MIKKO KOIVU,8469459.0,LUKE KUNIN,8479316.0,JONAS BRODIN,8476463.0,JARED SPURGEON,8474716.0,DEVAN DUBNYK,8471227.0,,,RYAN JOHANSEN,8475793.0,MATT DUCHENE,8475168.0,FILIP FORSBERG,8476887.0,VIKTOR ARVIDSSON,8478042.0,ROMAN JOSI,8474600.0,PEKKA RINNE,8471469.0,5,6,0,0,DEVAN DUBNYK,8471227.0,PEKKA RINNE,8471469.0,61.0,11.0,PETER LAVIOLETTE,BRUCE BOUDREAU
1412,20009,2019-10-03,1,HIT,MIN #24 DUMBA HIT NSH #95 DUCHENE Def. Zone,4:25,265.0,5x4,Def,,MIN,Off,MIN,NSH,MATT DUMBA,8476856.0,MATT DUCHENE,8475168.0,,,JOEL ERIKSSON EK,8478493.0,MARCUS FOLIGNO,8475220.0,RYAN SUTER,8470600.0,MATT DUMBA,8476856.0,DEVAN DUBNYK,8471227.0,,,RYAN JOHANSEN,8475793.0,MATT DUCHENE,8475168.0,FILIP FORSBERG,8476887.0,VIKTOR ARVIDSSON,8478042.0,ROMAN JOSI,8474600.0,PEKKA RINNE,8471469.0,5,6,0,0,DEVAN DUBNYK,8471227.0,PEKKA RINNE,8471469.0,94.0,-24.0,PETER LAVIOLETTE,BRUCE BOUDREAU
1413,20009,2019-10-03,1,HIT,NSH #9 FORSBERG HIT MIN #17 FOLIGNO Def. Zone,4:36,276.0,5x4,Def,,NSH,Def,MIN,NSH,FILIP FORSBERG,8476887.0,MARCUS FOLIGNO,8475220.0,,,JOEL ERIKSSON EK,8478493.0,MARCUS FOLIGNO,8475220.0,RYAN SUTER,8470600.0,MATT DUMBA,8476856.0,DEVAN DUBNYK,8471227.0,,,RYAN JOHANSEN,8475793.0,MATT DUCHENE,8475168.0,FILIP FORSBERG,8476887.0,VIKTOR ARVIDSSON,8478042.0,ROMAN JOSI,8474600.0,PEKKA RINNE,8471469.0,5,6,0,0,DEVAN DUBNYK,8471227.0,PEKKA RINNE,8471469.0,-43.0,-33.0,PETER LAVIOLETTE,BRUCE BOUDREAU
1414,20009,2019-10-03,1,HIT,NSH #92 JOHANSEN HIT MIN #17 FOLIGNO Def. Zone,4:38,278.0,5x4,Def,,NSH,Def,MIN,NSH,RYAN JOHANSEN,8475793.0,MARCUS FOLIGNO,8475220.0,,,RYAN HARTMAN,8477451.0,MARCUS FOLIGNO,8475220.0,RYAN SUTER,8470600.0,MATT DUMBA,8476856.0,DEVAN DUBNYK,8471227.0,,,RYAN JOHANSEN,8475793.0,MATT DUCHENE,8475168.0,FILIP FORSBERG,8476887.0,VIKTOR ARVIDSSON,8478042.0,ROMAN JOSI,8474600.0,PEKKA RINNE,8471469.0,5,6,0,0,DEVAN DUBNYK,8471227.0,PEKKA RINNE,8471469.0,-42.0,-28.0,PETER LAVIOLETTE,BRUCE BOUDREAU
1421,20009,2019-10-03,1,FAC,NSH won Off. Zone - MIN #9 KOIVU vs NSH #95 DUCHENE,5:52,352.0,5x4,Off,,NSH,Off,MIN,NSH,MATT DUCHENE,8475168.0,MIKKO KOIVU,8469459.0,,,MIKKO KOIVU,8469459.0,LUKE KUNIN,8479316.0,JONAS BRODIN,8476463.0,JARED SPURGEON,8474716.0,DEVAN DUBNYK,8471227.0,,,RYAN JOHANSEN,8475793.0,MATT DUCHENE,8475168.0,FILIP FORSBERG,8476887.0,VIKTOR ARVIDSSON,8478042.0,ROMAN JOSI,8474600.0,PEKKA RINNE,8471469.0,5,6,0,0,DEVAN DUBNYK,8471227.0,PEKKA RINNE,8471469.0,69.0,22.0,PETER LAVIOLETTE,BRUCE BOUDREAU
1422,20009,2019-10-03,1,GIVE,NSH GIVEAWAY - #9 FORSBERG Off. Zone,6:16,376.0,5x4,Off,,NSH,Off,MIN,NSH,FILIP FORSBERG,8476887.0,,,,,MIKKO KOIVU,8469459.0,LUKE KUNIN,8479316.0,JONAS BRODIN,8476463.0,JARED SPURGEON,8474716.0,DEVAN DUBNYK,8471227.0,,,RYAN JOHANSEN,8475793.0,MATT DUCHENE,8475168.0,FILIP FORSBERG,8476887.0,VIKTOR ARVIDSSON,8478042.0,ROMAN JOSI,8474600.0,PEKKA RINNE,8471469.0,5,6,0,0,DEVAN DUBNYK,8471227.0,PEKKA RINNE,8471469.0,47.0,1.0,PETER LAVIOLETTE,BRUCE BOUDREAU
1423,20009,2019-10-03,1,SHOT,NSH ONGOAL - #9 FORSBERG Wrist Off. Zone 31 ft.,6:27,387.0,5x4,Off,WRIST SHOT,NSH,Off,MIN,NSH,FILIP FORSBERG,8476887.0,,,,,LUKE KUNIN,8479316.0,MARCUS FOLIGNO,8475220.0,RYAN SUTER,8470600.0,JONAS BRODIN,8476463.0,DEVAN DUBNYK,8471227.0,,,RYAN JOHANSEN,8475793.0,MATT DUCHENE,8475168.0,FILIP FORSBERG,8476887.0,VIKTOR ARVIDSSON,8478042.0,ROMAN JOSI,8474600.0,PEKKA RINNE,8471469.0,5,6,0,0,DEVAN DUBNYK,8471227.0,PEKKA RINNE,8471469.0,72.0,26.0,PETER LAVIOLETTE,BRUCE BOUDREAU
1424,20009,2019-10-03,1,BLOCK,NSH #33 ARVIDSSON BLOCKED BY  MIN #19 KUNIN Wrist Def. Zone,6:30,390.0,5x4,Def,WRIST SHOT,NSH,Off,MIN,NSH,LUKE KUNIN,8479316.0,VIKTOR ARVIDSSON,8478042.0,,,LUKE KUNIN,8479316.0,MARCUS FOLIGNO,8475220.0,RYAN SUTER,8470600.0,JONAS BRODIN,8476463.0,DEVAN DUBNYK,8471227.0,,,RYAN JOHANSEN,8475793.0,MATT DUCHENE,8475168.0,FILIP FORSBERG,8476887.0,VIKTOR ARVIDSSON,8478042.0,ROMAN JOSI,8474600.0,PEKKA RINNE,8471469.0,5,6,0,0,DEVAN DUBNYK,8471227.0,PEKKA RINNE,8471469.0,76.0,4.0,PETER LAVIOLETTE,BRUCE BOUDREAU
1425,20009,2019-10-03,1,STOP,PUCK IN NETTING,6:30,390.0,5x4,,,,,MIN,NSH,,,,,,,LUKE KUNIN,8479316.0,MARCUS FOLIGNO,8475220.0,RYAN SUTER,8470600.0,JONAS BRODIN,8476463.0,DEVAN DUBNYK,8471227.0,,,RYAN JOHANSEN,8475793.0,MATT DUCHENE,8475168.0,FILIP FORSBERG,8476887.0,VIKTOR ARVIDSSON,8478042.0,ROMAN JOSI,8474600.0,PEKKA RINNE,8471469.0,5,6,0,0,DEVAN DUBNYK,8471227.0,PEKKA RINNE,8471469.0,,,PETER LAVIOLETTE,BRUCE BOUDREAU
1429,20009,2019-10-03,1,FAC,NSH won Neu. Zone - MIN #9 KOIVU vs NSH #95 DUCHENE,6:55,415.0,5x4,Neu,,NSH,Neu,MIN,NSH,MATT DUCHENE,8475168.0,MIKKO KOIVU,8469459.0,,,MIKKO KOIVU,8469459.0,LUKE KUNIN,8479316.0,RYAN SUTER,8470600.0,MATT DUMBA,8476856.0,DEVAN DUBNYK,8471227.0,,,RYAN JOHANSEN,8475793.0,MATT DUCHENE,8475168.0,FILIP FORSBERG,8476887.0,VIKTOR ARVIDSSON,8478042.0,ROMAN JOSI,8474600.0,PEKKA RINNE,8471469.0,5,6,0,0,DEVAN DUBNYK,8471227.0,PEKKA RINNE,8471469.0,20.0,22.0,PETER LAVIOLETTE,BRUCE BOUDREAU
1430,20009,2019-10-03,1,BLOCK,NSH #9 FORSBERG BLOCKED BY  MIN #24 DUMBA Wrist Def. Zone,7:36,456.0,5x4,Def,WRIST SHOT,NSH,Off,MIN,NSH,MATT DUMBA,8476856.0,FILIP FORSBERG,8476887.0,,,JOEL ERIKSSON EK,8478493.0,MARCUS FOLIGNO,8475220.0,RYAN SUTER,8470600.0,MATT DUMBA,8476856.0,DEVAN DUBNYK,8471227.0,,,RYAN JOHANSEN,8475793.0,MATT DUCHENE,8475168.0,FILIP FORSBERG,8476887.0,VIKTOR ARVIDSSON,8478042.0,ROMAN JOSI,8474600.0,PEKKA RINNE,8471469.0,5,6,0,0,DEVAN DUBNYK,8471227.0,PEKKA RINNE,8471469.0,75.0,2.0,PETER LAVIOLETTE,BRUCE BOUDREAU
1431,20009,2019-10-03,1,SHOT,NSH ONGOAL - #33 ARVIDSSON Backhand Off. Zone 16 ft.,7:42,462.0,5x4,Off,BACKHAND,NSH,Off,MIN,NSH,VIKTOR ARVIDSSON,8478042.0,,,,,JOEL ERIKSSON EK,8478493.0,MARCUS FOLIGNO,8475220.0,RYAN SUTER,8470600.0,MATT DUMBA,8476856.0,DEVAN DUBNYK,8471227.0,,,RYAN JOHANSEN,8475793.0,MATT DUCHENE,8475168.0,FILIP FORSBERG,8476887.0,VIKTOR ARVIDSSON,8478042.0,ROMAN JOSI,8474600.0,PEKKA RINNE,8471469.0,5,6,0,0,DEVAN DUBNYK,8471227.0,PEKKA RINNE,8471469.0,75.0,9.0,PETER LAVIOLETTE,BRUCE BOUDREAU
